,MAE,Model,Features
123,0.2619860093244257,RF,All_features
277,0.2619862718452371,NMF->RF,Theory_features
152,0.2619876434830528,RF,All_features
394,0.2619900167881522,RF,Theory_features
111,0.26199021168424363,RF,Theory_features
868,0.2619911702096737,RF,All_features
928,0.2619915962445423,RF,All_features
1654,0.26199244841527203,NMF->RF,All_features
836,0.26199274104065345,NMF->RF,All_features
549,0.2619935852198864,NMF->DT (MF),All_features
410,0.26199677556184103,RF,Theory_features
1109,0.2620027882069123,NMF->RF,All_features
2906,0.2620028615680138,NMF->RF,All_features
3134,0.2620029692135609,NMF->RF,All_features
489,0.26200328844967824,NMF->RF,All_features
164,0.2620069901626941,RF,Theory_features
908,0.2620116628096787,RF,Theory_features
632,0.2620116814498604,NMF->DT (MF),All_features
619,0.2620128619802021,RF,Theory_features
2946,0.2620149307775811,NMF->RF,All_features
253,0.26201507117766515,RF,All_features
279,0.2620166187942994,RF,All_features
413,0.26201849671574584,RF,Theory_features
144,0.2620203384408525,NMF->RF,All_features
664,0.26202534534938515,RF,Theory_features
535,0.2620253649791477,NMF->DT (MF),All_features
28,0.2620290421873281,RF,Theory_features
712,0.2620311573760774,NMF->RF,Theory_features
58,0.2620313450399768,NMF->RF,Theory_features
579,0.2620325802059866,NMF->DT (MF),All_features
2520,0.26203721110050404,NMF->RF,All_features
739,0.26203759384024145,RF,All_features
2801,0.26203855428475,NMF->RF,All_features
321,0.2620389708317705,NMF->DT (MF),All_features
1687,0.2620442656007258,NMF->RF,All_features
3056,0.2620444801284825,NMF->RF,All_features
624,0.2620463746285226,NMF->RF,Theory_features
2244,0.2620500085235491,NMF->RF,All_features
92,0.2620521913707084,RF,All_features
14,0.2620525698469,NMF->DT (MF),Theory_features
581,0.2620537247392493,RF,All_features
51,0.26205519406139866,RF,Theory_features
2578,0.2620554145870683,NMF->RF,All_features
235,0.26205754726723485,RF,Theory_features
847,0.2620580934807651,RF,Theory_features
114,0.2620606531674486,NMF->RF,Theory_features
523,0.2620651415697332,NMF->RF,Theory_features
3163,0.26206589728557456,NMF->RF,All_features
114,0.2620670003228267,NMF->DT (MF),All_features
2966,0.26206834627313913,NMF->RF,All_features
1986,0.26207077781776444,NMF->RF,All_features
1435,0.26207688961090136,NMF->RF,All_features
801,0.262078083032846,NMF->RF,All_features
610,0.26207817792300475,NMF->RF,All_features
358,0.262078948641689,NMF->DT (MF),All_features
846,0.26207969294317324,NMF->RF,Theory_features
2702,0.2620828321152177,NMF->RF,All_features
1413,0.2620847081734505,NMF->RF,All_features
202,0.2620848068701637,RF,All_features
101,0.26208496703766465,NMF->RF,All_features
557,0.2620858048055001,NMF->RF,All_features
2818,0.2620864066305077,NMF->RF,All_features
684,0.26208889881174074,NMF->RF,All_features
959,0.2620891500512438,NMF->RF,All_features
1018,0.262092672033348,NMF->RF,All_features
267,0.26209900442114004,RF,All_features
249,0.26210206981925616,RF,Theory_features
24,0.2621055740309823,RF,Theory_features
616,0.2621105254237304,RF,All_features
960,0.2621106234815684,NMF->RF,All_features
2417,0.2621119369103074,NMF->RF,All_features
1045,0.2621149526361357,RF,All_features
326,0.26211702468311504,NMF->DT (MF),All_features
7,0.2621176843517811,RF,All_features
2730,0.26211962234867936,NMF->RF,All_features
1578,0.2621199774264267,NMF->RF,All_features
45,0.2621212095652085,NMF->DT (MF),Theory_features
819,0.26212318351904385,NMF->RF,All_features
724,0.2621263364669024,RF,All_features
670,0.262128938165787,NMF->DT (MF),All_features
2009,0.26212981227473425,NMF->RF,All_features
1498,0.26213738348128895,NMF->RF,All_features
3747,0.2621378909223183,NMF->RF,All_features
926,0.2621380189841136,RF,All_features
2982,0.2621405147286213,NMF->RF,All_features
768,0.2621413357857698,NMF->RF,Theory_features
516,0.2621437178333047,RF,All_features
383,0.2621481004572129,NMF->RF,Theory_features
351,0.2621494896672119,NMF->DT (MF),All_features
876,0.26215327846555164,RF,All_features
3820,0.26215346553692626,NMF->RF,All_features
3745,0.2621540124975786,NMF->RF,All_features
2873,0.2621552856101855,NMF->RF,All_features
566,0.2621573903603673,NMF->RF,All_features
810,0.2621593539590427,RF,Theory_features
1514,0.26216296770921144,NMF->RF,All_features
864,0.26216530926450216,NMF->RF,All_features
853,0.2621666384531783,RF,Theory_features
466,0.26217081284499777,RF,Theory_features
773,0.26217866102820075,RF,All_features
495,0.26218364653343257,RF,Theory_features
539,0.2621925419799715,NMF->RF,Theory_features
2709,0.2621980840967605,NMF->RF,All_features
3348,0.2622020485101243,NMF->RF,All_features
829,0.2622039023798585,NMF->RF,All_features
774,0.26220445175462503,RF,Theory_features
3496,0.2622070405743497,NMF->RF,All_features
611,0.2622109111418388,RF,Theory_features
901,0.2622111901964342,RF,All_features
265,0.2622114406334382,NMF->DT (MF),All_features
266,0.2622140144910894,RF,Theory_features
3753,0.2622245234702864,NMF->RF,All_features
415,0.26222904230157124,RF,Theory_features
827,0.2622317338872868,NMF->RF,Theory_features
93,0.26223851937626874,NMF->DT,All_features
942,0.2622385727444904,NMF->RF,All_features
1564,0.2622432848710309,NMF->RF,All_features
487,0.26224410240157103,NMF->RF,All_features
609,0.2622454970382047,NMF->RF,All_features
41,0.26224681572015,NMF->DT,All_features
3422,0.2622497813398195,NMF->RF,All_features
55,0.26225131545225594,RF,All_features
517,0.2622514382081607,RF,Theory_features
2187,0.2622580911061853,NMF->RF,All_features
143,0.26226171321133146,NMF->RF,All_features
2150,0.262263771914187,NMF->RF,All_features
608,0.2622638089471418,RF,All_features
511,0.26226393279083954,NMF->RF,Theory_features
761,0.2622643385552918,NMF->RF,All_features
903,0.2622661140047746,RF,Theory_features
1253,0.2622676358315252,NMF->RF,All_features
524,0.2622679604132155,NMF->RF,All_features
809,0.2622716417945459,RF,All_features
514,0.262272830951779,NMF->RF,Theory_features
1457,0.26227321691269034,NMF->RF,All_features
498,0.2622744720284509,RF,All_features
1085,0.2622753817082332,NMF->RF,All_features
636,0.2622753855883723,NMF->RF,Theory_features
328,0.2622768178081385,RF,All_features
104,0.2622784017889209,NMF->RF,All_features
596,0.2622808141368924,NMF->RF,Theory_features
379,0.2622860395715961,NMF->RF,Theory_features
2177,0.26228683031160904,NMF->RF,All_features
1015,0.2622910172308798,RF,All_features
463,0.2622977052135225,RF,All_features
14,0.26229863205612786,NMF->DT (MF),All_features
3327,0.2623038138199897,NMF->RF,All_features
183,0.2623073672204914,NMF->RF,Theory_features
274,0.2623074249070071,RF,All_features
0,0.26230836067330354,NMF->RF,Theory_features
929,0.2623093950991799,RF,All_features
2676,0.26230987414347184,NMF->RF,All_features
1638,0.2623125641209794,NMF->RF,All_features
1328,0.2623127852492457,NMF->RF,All_features
293,0.26231280832750536,RF,All_features
238,0.26231611701214275,NMF->RF,All_features
138,0.26231965799258666,RF,Theory_features
2713,0.262321494244897,NMF->RF,All_features
3321,0.262324034555014,NMF->RF,All_features
3017,0.26232599909436544,NMF->RF,All_features
2692,0.26232860490338444,NMF->RF,All_features
330,0.26232929446983744,RF,All_features
106,0.2623310208421894,RF,Theory_features
103,0.2623368823886479,RF,Theory_features
785,0.26233699920156184,RF,All_features
702,0.2623374277397295,NMF->RF,Theory_features
746,0.26234011806705115,NMF->RF,Theory_features
795,0.2623406237615391,NMF->RF,Theory_features
2600,0.2623448446046289,NMF->RF,All_features
802,0.26234578624818977,NMF->RF,All_features
20,0.2623470449019746,NMF->DT (MF),All_features
2391,0.2623470701497121,NMF->RF,All_features
207,0.2623533581592465,RF,Theory_features
3469,0.26235589001392245,NMF->RF,All_features
366,0.2623578331204112,NMF->DT (MF),All_features
713,0.2623581142654584,NMF->DT (MF),All_features
432,0.2623596088035709,NMF->RF,Theory_features
67,0.2623610959845421,RF,All_features
449,0.2623611534136852,RF,Theory_features
713,0.2623613463489385,NMF->RF,All_features
3663,0.2623637812075589,NMF->RF,All_features
658,0.26236421773448143,RF,Theory_features
2423,0.2623721277877769,NMF->RF,All_features
316,0.2623759670436788,RF,All_features
1061,0.2623759801351592,RF,All_features
2581,0.262376789621814,NMF->RF,All_features
191,0.2623804820614304,NMF->RF,All_features
670,0.26238271312126416,NMF->RF,Theory_features
1766,0.2623830731697641,NMF->RF,All_features
424,0.26238620717422634,NMF->DT (MF),All_features
874,0.2623869462620222,NMF->RF,Theory_features
288,0.2623874212603042,NMF->RF,Theory_features
716,0.2623933528076393,NMF->RF,All_features
534,0.26239791881126634,RF,Theory_features
1054,0.2624025145225184,RF,All_features
31,0.2624064753949514,RF,All_features
364,0.26240774703728603,NMF->DT (MF),All_features
646,0.2624089267168804,NMF->RF,Theory_features
2002,0.2624090357828444,NMF->RF,All_features
690,0.26240985109389114,NMF->RF,Theory_features
538,0.2624161327220227,RF,All_features
195,0.2624166946974063,RF,Theory_features
272,0.26242288213295845,RF,All_features
1262,0.2624244126389069,NMF->RF,All_features
822,0.2624255696644901,RF,All_features
73,0.2624268339917745,NMF->RF,All_features
660,0.2624286462285913,NMF->DT (MF),All_features
3000,0.2624286546871017,NMF->RF,All_features
2564,0.26242972135869264,NMF->RF,All_features
397,0.2624299172145603,NMF->RF,All_features
377,0.2624335567964072,NMF->RF,Theory_features
3818,0.2624339159007669,NMF->RF,All_features
397,0.26243998015056064,RF,All_features
945,0.262449292472229,RF,All_features
47,0.2624508817478501,RF,Theory_features
708,0.26245283943654063,RF,All_features
2968,0.26245314995471924,NMF->RF,All_features
579,0.2624537923882929,NMF->RF,All_features
1058,0.2624555763258206,RF,All_features
155,0.26245647648853154,RF,All_features
1272,0.26245782922748845,NMF->RF,All_features
467,0.2624590667457607,RF,Theory_features
812,0.26246071009760485,RF,All_features
225,0.2624610675299601,RF,Theory_features
463,0.2624625328619384,NMF->RF,All_features
389,0.2624665704059882,RF,Theory_features
3199,0.2624665819918943,NMF->RF,All_features
2969,0.2624723761269401,NMF->RF,All_features
3438,0.2624725855745855,NMF->RF,All_features
111,0.26247405049635386,NMF->RF,All_features
715,0.2624754230835998,NMF->DT (MF),All_features
262,0.2624757980618453,RF,All_features
655,0.2624798510295859,RF,Theory_features
840,0.262482227559866,NMF->RF,Theory_features
1504,0.26248288073610737,NMF->RF,All_features
2245,0.262483168322733,NMF->RF,All_features
2956,0.2624834805291269,NMF->RF,All_features
322,0.2624839861839214,RF,Theory_features
350,0.26248418742535284,RF,All_features
780,0.2624853209294325,NMF->RF,Theory_features
1000,0.2624863443704379,RF,All_features
44,0.2624886462473767,NMF->RF,All_features
865,0.2624894865357772,NMF->RF,Theory_features
623,0.2624900765360059,RF,Theory_features
2804,0.2624904654869969,NMF->RF,All_features
708,0.2624931009692493,NMF->RF,All_features
1619,0.2624946977204134,NMF->RF,All_features
3777,0.2624985456229552,NMF->RF,All_features
2827,0.2625004591910129,NMF->RF,All_features
1535,0.2625019616163673,NMF->RF,All_features
23,0.2625137116699061,RF,All_features
565,0.2625147022001939,RF,All_features
100,0.26251596461960075,NMF->DT,All_features
60,0.2625172427903911,RF,All_features
428,0.2625182173709289,NMF->RF,All_features
123,0.26252228230885805,RF,Theory_features
189,0.26252580111697543,NMF->RF,All_features
1177,0.2625270423851208,NMF->RF,All_features
309,0.262528597848288,RF,Theory_features
946,0.26253186132911965,NMF->RF,All_features
370,0.26253515897334123,NMF->RF,Theory_features
89,0.2625357579292626,RF,Theory_features
907,0.2625365447207223,NMF->RF,All_features
2152,0.2625365634845129,NMF->RF,All_features
2985,0.2625366779245981,NMF->RF,All_features
235,0.26253712211370683,NMF->RF,Theory_features
206,0.2625434348668449,RF,Theory_features
312,0.262546445081958,NMF->DT (MF),All_features
2788,0.2625480721675186,NMF->RF,All_features
583,0.2625522003488418,RF,All_features
1474,0.2625530829285059,NMF->RF,All_features
689,0.2625565504469881,RF,Theory_features
957,0.2625581501462269,NMF->RF,All_features
652,0.2625582754156507,NMF->RF,All_features
1729,0.2625587281402749,NMF->RF,All_features
2894,0.2625600083259079,NMF->RF,All_features
99,0.2625614710392741,NMF->RF,Theory_features
1320,0.2625638089284354,NMF->RF,All_features
3324,0.2625667347273896,NMF->RF,All_features
1234,0.2625675814514273,NMF->RF,All_features
394,0.2625689526142497,NMF->RF,All_features
47,0.2625691547534837,NMF->RF,All_features
422,0.2625694932026643,RF,Theory_features
202,0.26256956096586825,Lasso,All_features
606,0.2625730585138594,NMF->RF,Theory_features
1323,0.2625732141040976,NMF->RF,All_features
447,0.2625749558943529,NMF->DT (MF),All_features
503,0.2625759335764675,RF,All_features
2039,0.2625762204792689,NMF->RF,All_features
1029,0.2625774995695466,NMF->RF,All_features
433,0.2625789112181538,RF,All_features
1397,0.26258365915396603,NMF->RF,All_features
779,0.2625880630291499,RF,All_features
3397,0.26258874989227265,NMF->RF,All_features
2935,0.2625927498740605,NMF->RF,All_features
55,0.26259354357329023,Lasso,All_features
1381,0.26259419641086434,NMF->RF,All_features
962,0.26259455156065115,RF,All_features
678,0.2625955501114872,NMF->RF,All_features
373,0.26259857805492703,NMF->RF,All_features
670,0.2625992076074708,RF,Theory_features
48,0.26259999342725626,NMF->DT (MF),All_features
736,0.2626005808289825,RF,Theory_features
2965,0.26260137932032096,NMF->RF,All_features
2212,0.2626030749569791,NMF->RF,All_features
474,0.26260361531339776,NMF->DT (MF),All_features
892,0.2626039147558308,RF,Theory_features
78,0.2626101469519371,NMF->RF,Theory_features
952,0.2626159858391413,RF,Theory_features
250,0.2626263055101189,NMF->RF,All_features
142,0.2626264707916333,Lasso,Theory_features
6,0.262627069375904,NMF->DT (MF),Theory_features
801,0.2626301211748007,RF,Theory_features
585,0.26263437920532656,RF,All_features
1716,0.2626355856341248,NMF->RF,All_features
3519,0.262641025935444,NMF->RF,All_features
346,0.2626411240047894,RF,All_features
596,0.2626411459309241,NMF->RF,All_features
3794,0.2626491720980165,NMF->RF,All_features
405,0.26265450998703943,RF,All_features
1388,0.2626563388717824,NMF->RF,All_features
763,0.26265782671044563,NMF->RF,All_features
481,0.26265786526696955,NMF->DT (MF),All_features
520,0.2626583059379941,NMF->RF,Theory_features
808,0.2626586054887685,NMF->RF,Theory_features
1532,0.2626591452100982,NMF->RF,All_features
834,0.2626683429624194,NMF->RF,Theory_features
343,0.2626716635237657,NMF->RF,All_features
211,0.2626718875079396,Lasso,All_features
906,0.2626750667956061,RF,All_features
192,0.262679342543657,NMF->DT (MF),All_features
364,0.262683014995207,RF,All_features
605,0.26268386750605954,RF,Theory_features
390,0.26268728975812805,RF,All_features
804,0.26269370444222523,NMF->RF,Theory_features
2036,0.2626941764562994,NMF->RF,All_features
670,0.2626947349395625,NMF->RF,All_features
1692,0.2626976520197721,NMF->RF,All_features
866,0.2627078243664832,NMF->RF,All_features
2772,0.2627086845317802,NMF->RF,All_features
823,0.2627098440084775,RF,All_features
159,0.2627113062687904,RF,Theory_features
370,0.2627126826591121,NMF->RF,All_features
657,0.2627128733984779,RF,All_features
507,0.262716737758173,NMF->DT (MF),All_features
2311,0.26271674346948426,NMF->RF,All_features
176,0.2627183976126852,NMF->RF,All_features
418,0.2627185443050715,RF,All_features
45,0.2627219047700819,NMF->RF,All_features
107,0.2627228802749703,NMF->RF,Theory_features
762,0.26272372597272525,RF,Theory_features
1666,0.2627261767717078,NMF->RF,All_features
2660,0.26272678430263485,NMF->RF,All_features
195,0.2627294076559885,NMF->DT (MF),All_features
1347,0.26273034803793405,NMF->RF,All_features
787,0.2627318865758368,NMF->RF,Theory_features
845,0.2627322088870312,RF,All_features
63,0.262733203333268,NMF->DT,All_features
153,0.262733252624841,NMF->RF,All_features
1587,0.2627334871195909,NMF->RF,All_features
686,0.26273417441522984,NMF->RF,All_features
806,0.2627349407065466,NMF->RF,Theory_features
290,0.2627349789690975,RF,Theory_features
77,0.2627385193762687,NMF->DT,All_features
3129,0.26273859358676394,NMF->RF,All_features
5,0.2627400114585634,NMF->RF,All_features
1462,0.26274195863383426,NMF->RF,All_features
1027,0.26274274952083104,NMF->RF,All_features
456,0.26274414073470315,NMF->RF,Theory_features
790,0.2627491849050533,NMF->RF,All_features
618,0.26275081877336315,NMF->RF,All_features
144,0.2627527504862701,Lasso,All_features
711,0.2627576988292308,RF,All_features
11,0.2627606936401109,NMF->DT (MF),Theory_features
755,0.26276079321809004,NMF->RF,All_features
179,0.2627626128388358,NMF->DT (MF),All_features
178,0.2627661841958229,RF,Theory_features
609,0.26276633486415285,RF,Theory_features
789,0.2627669911484843,RF,All_features
845,0.2627675331474476,NMF->RF,Theory_features
1002,0.2627686706940143,NMF->RF,All_features
2802,0.2627694578743542,NMF->RF,All_features
171,0.2627711569445302,Lasso,All_features
79,0.2627720119846813,RF,Theory_features
271,0.262772297955632,NMF->RF,All_features
684,0.2627747653890506,NMF->RF,Theory_features
266,0.2627772088212263,RF,All_features
2094,0.2627798852480356,NMF->RF,All_features
36,0.2627825300058642,NMF->DT,All_features
35,0.2627825300058643,NMF->DT,All_features
40,0.2627825300058643,NMF->DT,All_features
837,0.2627828492632879,RF,All_features
49,0.26278467210259393,NMF->DT,All_features
465,0.26278525302605565,RF,All_features
85,0.2627859218072189,NMF->RF,Theory_features
68,0.26278696198439466,RF,All_features
341,0.26278696378918703,NMF->RF,All_features
339,0.2627870975175691,RF,Theory_features
511,0.2627875910895253,RF,All_features
1463,0.2627877088964289,NMF->RF,All_features
450,0.262788328234708,RF,Theory_features
1786,0.2627893056487094,NMF->RF,All_features
3001,0.262791974727738,NMF->RF,All_features
3347,0.2627962575137426,NMF->RF,All_features
504,0.2628016807579766,RF,Theory_features
541,0.26280352040526034,NMF->DT (MF),All_features
375,0.2628077314743305,NMF->RF,All_features
1919,0.2628078823186613,NMF->RF,All_features
854,0.2628083130925712,RF,Theory_features
190,0.2628112669309735,NMF->RF,All_features
129,0.2628114454263764,NMF->RF,Theory_features
236,0.26281388114272114,NMF->RF,All_features
963,0.26281620453981064,NMF->RF,All_features
51,0.2628186857080361,NMF->DT,All_features
835,0.2628212879923521,NMF->RF,Theory_features
2663,0.2628238084815236,NMF->RF,All_features
1051,0.2628317849013385,NMF->RF,All_features
2117,0.2628323166974433,NMF->RF,All_features
3040,0.2628332098008405,NMF->RF,All_features
1129,0.2628346303790044,NMF->RF,All_features
36,0.26283518145507034,Lasso,All_features
177,0.2628359707826765,RF,Theory_features
497,0.2628359880774219,RF,All_features
605,0.2628388603894936,NMF->RF,Theory_features
144,0.2628391406619545,NMF->DT (MF),All_features
749,0.2628392420261106,NMF->RF,All_features
28,0.2628494785118087,Lasso,Theory_features
654,0.26285450725274545,NMF->RF,Theory_features
687,0.2628546552032051,NMF->RF,All_features
1327,0.26285509203953894,NMF->RF,All_features
3387,0.2628562734673561,NMF->RF,All_features
756,0.2628566189809716,NMF->RF,Theory_features
33,0.2628569040261809,NMF->RF,All_features
95,0.2628633253508648,NMF->RF,Theory_features
582,0.2628639593084021,RF,Theory_features
3768,0.2628644408132784,NMF->RF,All_features
240,0.2628661989897778,NMF->DT (MF),All_features
433,0.26286692286808594,RF,Theory_features
595,0.26287091784256383,RF,Theory_features
963,0.2628727429075949,RF,All_features
448,0.2628731428683802,RF,Theory_features
212,0.2628765728670752,NMF->RF,Theory_features
2591,0.2628766518294554,NMF->RF,All_features
2817,0.2628773596267948,NMF->RF,All_features
526,0.26288080407327263,NMF->DT (MF),All_features
60,0.26288107790872794,Lasso,All_features
48,0.26288137651912585,NMF->DT,All_features
848,0.26288467508584723,NMF->RF,All_features
462,0.2628871232312377,NMF->RF,Theory_features
179,0.2628871736217173,RF,Theory_features
197,0.2628915835122754,RF,Theory_features
817,0.2628917414105056,NMF->RF,All_features
402,0.2628945258396187,RF,Theory_features
202,0.2628966554953996,NMF->RF,All_features
20,0.2628983213850294,NMF->RF,All_features
20,0.26289875567561705,RF,All_features
366,0.2628999209380911,RF,All_features
557,0.26290205066082944,RF,All_features
2484,0.2629021637867741,NMF->RF,All_features
681,0.2629029999093217,NMF->RF,All_features
182,0.2629127495586417,RF,Theory_features
79,0.26291982888217696,NMF->RF,All_features
732,0.2629212903995977,RF,Theory_features
809,0.2629219019290489,RF,Theory_features
737,0.2629268405505124,NMF->RF,Theory_features
530,0.2629273435808112,NMF->DT (MF),All_features
2707,0.2629279482677063,NMF->RF,All_features
27,0.2629287382282149,NMF->RF,All_features
1812,0.26293300696662875,NMF->RF,All_features
2513,0.2629430070716515,NMF->RF,All_features
86,0.26294338769631204,NMF->RF,All_features
498,0.2629471404467437,NMF->DT (MF),All_features
395,0.26294821403284674,NMF->RF,Theory_features
373,0.2629483696028632,NMF->DT (MF),All_features
98,0.2629484391080391,NMF->DT (MF),All_features
2795,0.26294998778429096,NMF->RF,All_features
2995,0.2629505330105722,NMF->RF,All_features
3465,0.2629507265901311,NMF->RF,All_features
583,0.2629528109791629,RF,Theory_features
188,0.26295467872957795,NMF->RF,All_features
486,0.2629604440106628,RF,All_features
822,0.26296062147567384,RF,Theory_features
601,0.2629645502124829,NMF->RF,All_features
903,0.26296548959091404,NMF->RF,All_features
818,0.2629704032203126,NMF->RF,Theory_features
2217,0.2629712086091942,NMF->RF,All_features
2916,0.26297893416900864,NMF->RF,All_features
1685,0.2629811747254285,NMF->RF,All_features
220,0.2629828524827909,RF,All_features
3688,0.26298442447891995,NMF->RF,All_features
311,0.2629860262430593,RF,All_features
728,0.2629872806431911,NMF->RF,All_features
570,0.2629909225584656,RF,All_features
823,0.26299178534014434,NMF->RF,All_features
553,0.262996222388881,RF,All_features
906,0.262996760707196,NMF->RF,All_features
664,0.2630019431052751,NMF->DT (MF),All_features
718,0.26300378855934675,NMF->RF,Theory_features
987,0.2630047599843517,NMF->RF,All_features
2917,0.26300854142597146,NMF->RF,All_features
912,0.2630086379168298,RF,All_features
87,0.26300973963379976,NMF->DT (MF),Theory_features
3238,0.2630111829705148,NMF->RF,All_features
1789,0.26301553821639045,NMF->RF,All_features
1067,0.2630155931996295,NMF->RF,All_features
79,0.263019127233089,Lasso,All_features
3277,0.2630204456160968,NMF->RF,All_features
1170,0.2630214371281901,NMF->RF,All_features
236,0.26302231513748603,RF,All_features
1041,0.2630235752572486,RF,All_features
1899,0.2630248141359329,NMF->RF,All_features
660,0.26302957467832905,RF,All_features
1631,0.2630315894889728,NMF->RF,All_features
2017,0.2630327273139747,NMF->RF,All_features
2670,0.2630331469058279,NMF->RF,All_features
586,0.26303721602985985,RF,Theory_features
1452,0.26303997906195264,NMF->RF,All_features
819,0.26304354684947595,NMF->RF,Theory_features
2614,0.26304526144913315,NMF->RF,All_features
94,0.2630454970409555,NMF->DT (MF),All_features
43,0.26304765571870403,RF,Theory_features
13,0.26305238659566393,DT (MF),All_features
590,0.2630531845492718,RF,All_features
723,0.26305578268909097,NMF->RF,All_features
1748,0.263056359059761,NMF->RF,All_features
726,0.26305714055232426,NMF->RF,All_features
692,0.26306096765731085,RF,Theory_features
1427,0.2630614860818362,NMF->RF,All_features
3419,0.2630619000250485,NMF->RF,All_features
749,0.2630648565259219,RF,All_features
3765,0.2630651682448678,NMF->RF,All_features
2947,0.2630694609341893,NMF->RF,All_features
121,0.26307224041102545,RF,Theory_features
241,0.2630750372165824,RF,All_features
3546,0.2630756784425601,NMF->RF,All_features
446,0.2630793300773176,RF,All_features
712,0.26308323117535515,NMF->RF,All_features
1932,0.26308818684880536,NMF->RF,All_features
1099,0.2630922482296941,NMF->RF,All_features
975,0.2630939378111567,RF,All_features
1441,0.2630952763566874,NMF->RF,All_features
118,0.2630954566840307,Lasso,All_features
2918,0.263097137321839,NMF->RF,All_features
3247,0.2631015324281599,NMF->RF,All_features
235,0.2631018118566789,NMF->DT (MF),All_features
357,0.26310744735128183,RF,Theory_features
2993,0.26310900622759315,NMF->RF,All_features
158,0.2631109570042023,Lasso,All_features
3193,0.2631123867101404,NMF->RF,All_features
2607,0.2631134285037452,NMF->RF,All_features
699,0.2631135704932029,RF,Theory_features
108,0.2631147920353561,NMF->RF,Theory_features
653,0.26311586511649065,NMF->RF,All_features
473,0.2631170942904427,NMF->DT (MF),All_features
1363,0.2631205101577508,NMF->RF,All_features
388,0.2631210137272046,NMF->RF,Theory_features
52,0.2631231211800935,Lasso,All_features
308,0.2631244078925219,RF,Theory_features
125,0.2631277206712339,NMF->RF,All_features
996,0.26313220916092434,NMF->RF,All_features
268,0.2631324167384839,RF,Theory_features
2467,0.2631325813912926,NMF->RF,All_features
166,0.2631328346869141,Lasso,All_features
411,0.26313386607190303,NMF->RF,All_features
613,0.2631348603777175,NMF->DT (MF),All_features
128,0.2631350176270631,NMF->RF,All_features
2452,0.26313705086345834,NMF->RF,All_features
449,0.26313710971815196,NMF->RF,Theory_features
344,0.26313863315293423,RF,All_features
127,0.2631387612993821,RF,Theory_features
2586,0.2631390667961866,NMF->RF,All_features
3636,0.2631408832592298,NMF->RF,All_features
678,0.26314505396824994,NMF->RF,Theory_features
56,0.2631453187880652,RF,Theory_features
134,0.2631471236865162,Lasso,All_features
1173,0.2631499228740069,NMF->RF,All_features
48,0.26315088035205825,RF,All_features
346,0.263152355441144,RF,Theory_features
269,0.2631548264573124,RF,All_features
2161,0.26315717108051045,NMF->RF,All_features
1460,0.26316009833154386,NMF->RF,All_features
2682,0.26316020381324223,NMF->RF,All_features
376,0.2631638649110785,RF,Theory_features
2005,0.2631662807509098,NMF->RF,All_features
2667,0.263167801447162,NMF->RF,All_features
608,0.2631788020124145,NMF->RF,All_features
103,0.2631856407376109,NMF->RF,All_features
112,0.26318827060812977,NMF->DT (MF),All_features
676,0.2631891902419092,RF,All_features
198,0.2631913034664859,Lasso,All_features
35,0.2631979427996178,NMF->DT (MF),All_features
379,0.2631987776745651,NMF->RF,All_features
132,0.2632007128821888,RF,All_features
905,0.2632015337849257,RF,All_features
3066,0.2632019625236697,NMF->RF,All_features
469,0.26320414587749824,NMF->RF,Theory_features
166,0.2632076177882767,RF,Theory_features
374,0.26321074245063913,NMF->RF,Theory_features
598,0.2632124417377661,NMF->RF,All_features
139,0.26321259299021155,Lasso,All_features
136,0.2632176521123616,RF,Theory_features
1726,0.2632251749787525,NMF->RF,All_features
546,0.26322570370551124,NMF->RF,Theory_features
71,0.2632269619711127,Lasso,All_features
327,0.26323188881959353,NMF->RF,Theory_features
45,0.2632341558770521,RF,Theory_features
832,0.2632372617980581,NMF->RF,Theory_features
329,0.2632384049524438,RF,All_features
926,0.2632406458819465,NMF->RF,All_features
320,0.26325135049267123,NMF->RF,All_features
303,0.2632536196279177,NMF->RF,Theory_features
613,0.26325526594922577,NMF->RF,Theory_features
3297,0.2632583146431837,NMF->RF,All_features
769,0.26326053369620056,RF,All_features
73,0.2632670544433065,NMF->RF,Theory_features
552,0.2632672102396174,RF,All_features
120,0.2632700730210941,RF,Theory_features
129,0.2632750422863771,Lasso,All_features
1,0.2632781813693117,NMF->RF,All_features
110,0.26328060322367985,Lasso,All_features
725,0.2632807114246287,NMF->RF,Theory_features
711,0.2632812142435109,RF,Theory_features
2072,0.2632814517189337,NMF->RF,All_features
1008,0.26328334066535825,RF,All_features
14,0.2632856476856477,DT (MF),All_features
474,0.26328652334678426,RF,Theory_features
431,0.26328721500319674,NMF->RF,All_features
61,0.2632872805170123,NMF->RF,All_features
496,0.26328782876401685,NMF->RF,All_features
6,0.2632890934908088,NMF->RF,Theory_features
991,0.2632899311298441,NMF->RF,All_features
74,0.2632910349041591,RF,Theory_features
76,0.2632923595634617,NMF->RF,Theory_features
1992,0.2632946815438138,NMF->RF,All_features
270,0.2632946883612342,RF,Theory_features
678,0.2632949300759781,RF,All_features
2668,0.26330156116170844,NMF->RF,All_features
2694,0.2633022658671104,NMF->RF,All_features
61,0.26330280353026553,NMF->RF,Theory_features
687,0.2633059197809408,NMF->RF,Theory_features
657,0.263307631366925,NMF->RF,Theory_features
325,0.2633077890970637,RF,Theory_features
250,0.2633136912062825,RF,All_features
1025,0.2633167239803048,RF,All_features
