Country,Data_year,Region,KOF_Globalis,Work_rightCIRI,Trade_open,FDI,VDEM_Libdem,Armedcon,Pol_terror,Poverty,Cereal_yield,Stunting_u5s,Undernourish,Wasting_u5s,Life_expect,Maternal_mort,Neonatal_mort,Wellbeing,Tuberculosis,Infant_mort,Infant_vaccines,Literacy_15_24yrs,Primary_school,Yrs_of_school,Lack_contraception,F_school,M_school,F_parliam,Freshwater,Sanitation,Water_acc,Co2_fuel,Electric_acc,Fuel_acc,Growth_rate,ATMs,Child_lab,Unemploy,Infrastruct,Internet_use,Broadband,Inequality,Piped_water,Treated_waste,Climate_chg_vuln,Co2_energy_pc,Ocean_biodiv,Ocean_clean,Ocean_protect,Ocean_fisheries,Fish_overexploit,Terrestrial_protect,Forest_change,Species_survival,CPI,Gov_efficien,Homicides,Prison_pop,Property_rights,Safe_night,Regist_birth,Masskill_ongo,Masskill_ever,GDPpc_growth,Minority_rule,Ethnic_fract,Battle_deaths,Pol_cand_restr,Party_ban,Relig_freeMK,Polkill_apprvd,Freemv_M,Freemv_F,Free_discuss,Social_ineq,Soc_powerdist,Trade_openMK,Democ,Sexwrk_size,Sexwrk_HIV,Sexwrk_condom,Sexwrk_Syphilis,GDPpc,AIDS_death,AIDS_Orph,Physrights_indx,Extrajud_kill,Pol_impris,Torture,Polrights_indx,Free_assem,Freemv_foreign,Freemv_dom,Free_speech,Free_polit,Relig_freeCIRI,Econ_right_F,Pol_right_F,Indep_judic,Rape_prev,Rape_report,Rape_enclave,Rape_compl,Phys_secF,Gender_equal,Pop_dens,Urban_population,Rural_population,SLAVERY
Afghanistan,2018,ASIA,38.57,1,55.92,0.48,0.24,1,5,34.6,2.02060008,50.1,24.89999962,9.05,50,396,37.75,3.575000048,189,80.74999924,66,46.99502541,85.4,9.27439,57.50915751,25.10604289,46.70255631,27.70000076,31.04,31.89999962,55.29999924,1.055641422,66.25,14.86678,-3.583961063,0.802081543,19.8500001,9.19065609,3.419708532,8.495,13.5,27.81999969,31.2483802,0,0.11,0.425262094,79.2,58.6,0,31,2.185535959,6.25,0.862703096,0.835789313,13,3.773055774,6.5,76,3.972526512,26.8580581,39.85,1,1,0.014738921,1,0.77,7.928766322,1,4,2,0,0,0,0.566546682,0,1,-2.359147778,0,12500,0.3,51.5,0.4,570,500,5050,1,0,0,0,0,1,1,2,1,0,0,1,2,0,4,4,2,17,4,5,55.56743713,8670939,25985093,2.22
Argentina,2018,AMERICAS,63.02,1,26.12,0.59,0.61,0,2,0.05,4.554999828,8.2,4.3,1.2,67,52,6.25,6.573999882,24,11.8,94,99.269205,95.38,17.94733,24.84076433,98.5527983,65.84022072,36.59999847,4.302,96.40000153,99.09999847,1.309626437,99.90000153,95,-1.071438309,59.44995441,4.400000048,7.683394051,3.14263386,67.85,55.1,44.49000168,98.0915359,11.746875,0.025,4.562048435,85.89,62.36,17.64705882,42,49.36,14.70588235,12.58582158,0.861084394,35.5,2.336128838,5.5,147,3.238010736,41.46480285,99.5,0,1,0.016885522,0,0.26,0,1,4,4,0,1,1,0.954938645,0,0,-3.221412266,1,74900,5.4,96.3,3.2,11970,1700,30500,4,1,2,0,12,2,2,2,1,2,2,1,2,2,1,3,1,9,2,3,16.09332259,40176085,3671345,0.13
Armenia,2018,RUSSIA AND EURASIA,67.09,1,75.92,3.21,0.23,0,3,1.820000029,3.026299953,20.8,5.100000096,4.2,62,25,7.4,4.349999905,45,13.75000019,93,99.80364199,84.11982,12.31785,59.04761905,99.81617647,76.78571316,10.69999981,37.86,89.5,100,0.675324675,100,81.48745,-0.195630491,58.26582913,6.300000048,17.24931011,4.306749218,56.65,41.95,31.29999924,99.6666829,22.58527273,0.025,1.671656966,92.91,77.68,36.36363636,61,63.52,10.52631579,0.593045017,0.841605994,35,3.401135002,1.8,164,4.129207497,80.47594876,99.15,0,0,0.053966503,1,0.13,0,1,4,3,0,1,1,0.87283978,0,0,-1.867682537,0,4600,0.6,99.1,14.3,3770,200,8100,5,0,1,0,12,1,2,2,1,2,2,1,3,1,0,4,0,9,3,3,103.4057254,1845032,1079784,0.34
Bangladesh,2016,ASIA,45.54,0,37.95,1.05,0.16,1,4,43.65000153,4.405799866,36.1,16.39999962,14.3,61,176,23.3,4.693999767,227,37.59999847,89,79.93943,91.54676,9.97506,25.67324955,81.65137615,43.63636364,20,2.923,60.59999847,86.90000153,1.124528302,59.59999847,9.2603,-0.548201313,9.236862234,12.80000019,4.443553925,2.847684598,9.6,1.9,32.11999893,32.330873,0,0.26,0.372017175,90.97,50.04,33.33333333,2,2.36,10.52631579,3.5269607,0.768760392,25,2.852616337,2.7,42,3.458802616,80.26233449,30.5,0,1,0.052240526,1,0.05,3.871201011,1,4,2,0,1,0,0.541175821,0,1,-2.852129745,0,140000,0.2,66.7,2.1,1330,500,3800,2,0,1,0,7,1,2,1,1,1,1,1,2,0,0,4,1,13,4,4,1213.573327,57168296,105783264,0.95
Bolivia,2016,AMERICAS,57.74,1,56.4,1.54,0.4,0,2,7.699999809,1.937999964,18.1,15.89999962,1.6,59,206,19.6,5.889999866,120,38.40000153,94,98.99588481,81.60256,13.15285,49.60835509,84.78139777,75.54479743,53.09999847,0.3638,50.29999924,90,2.135802469,90.5,70.97138,-1.097021609,34.711929,26.39999962,3.637384653,3.308116452,39.02,13.9,56.29000092,96.1371649,11.29666667,0.11,1.599498987,89.16,77.68,0,90,36.57,26.78571429,5.260436717,0.868153632,34,3.185075937,12.1,140,3.439012321,43.89882727,75.8,0,0,0.027533603,0,0.74,0,1,4,4,0,1,1,0.786002046,0,1,-2.344236351,1,13500,4.3,88.9,4.8,3070,1000,20000,5,1,1,1,11,1,2,2,1,2,2,1,3,0,1,3,0,10,3,0,10.18352534,7484112,3403770,0.44
Botswana,2016,SUBSAHARAN AFRICA,56.22,0,97.13,0.83,0.58,0,2,18.23999977,0.398299992,31.4,24.10000038,7.2,54,129,21.9,4.331999779,385,43.59999847,95,96.0374,90.33255,12.49301,25.04684572,95.80573951,79.78883724,9.5,1.585,63.40000153,96.19999695,6.111111111,53.24000168,62.59297,0.103665291,30.28354068,9,18.60749626,3.800518193,18.5,74.1,56.29000092,96.4783516,0.95,0.05,2.323344946,77.12,60.11,33.33333333,80,19.67,36.36363636,2.457037562,0.978611544,63,4.087369334,18.4,205,4.892110668,40.31296397,72.2,0,0,0.012848547,0,0.41,0,0,4,3,0,1,1,0.926796377,0,0,-1.767393042,1,6700,42.2,75.7,9.4,6750,5200,75000,7,1,2,2,10,2,1,2,1,2,2,2,2,2,4,3,0,12,4,3,3.81123992,1528669,721591,0.52
Botswana,2018,SUBSAHARAN AFRICA,56.52,0,97.13,0.83,0.58,0,2,17.51999989,0.398299992,31.4,25.05000019,7.2,54,129,23.7,4.331999779,385,42.09999924,95,95.0187,90.33255,12.49301,25.04684572,96.30286976,79.78883724,9.5,1.585,63.40000153,96.19999695,6.111111111,54.87000084,62.59297,0.103665291,30.28354068,9,18.35374813,3.850259097,28.95,68.35,56.29000092,96.4783516,0.95,0.075,2.323344946,77.12,60.14,0,86,19.67,36.36363636,2.457037562,0.978611544,62,4.087369334,18.4,205,4.846055334,37.15648199,77.7,0,0,0.012848547,0,0.41,0,0,4,3,0,1,1,0.926796377,0,0,-1.767393042,1,6700,42.2,75.7,9.4,6750,5000,70000,7,1,2,2,10,2,1,2,1,2,2,2,2,2,4,3,0,12,3,3,3.894332398,1528669,721591,0.36
Brazil,2016,AMERICAS,59.64,1,24.57,4.34,0.57,0,3.5,4.869999886,4.640500069,7.1,5,1.6,65,44,8.9,6.982999802,44,16.39999962,93,98.61661576,87.21,15.19340264,13.19181198,104.8639186,73.926385,9.899999619,0.8648,82.80000305,98.09999847,0.793266702,99.5,94.44256,-3.010705188,129.2533223,7.5,7.167889595,2.872005916,57.6,51.5,54.68999863,97.6826912,10.86877778,0.06,2.191393614,87.04,60.11,36.84210526,64,17.86980371,23.86831276,7.383987156,0.898994426,38,2.496853694,25.2,274,3.914332391,39.51743842,92.8,0,0,0.001785934,0,0.54,0,1,4,4,0,1,1,0.873850601,0,0,-3.260456056,1,1401600,5.3,90.09,8.4,8840,16000,250000,2,0,1,0,12,2,2,2,1,2,2,1,2,1,4,3,1,12,3,3,24.66614079,178668678,28984187,0.08
Cambodia,2016,ASIA,57.89,0,126.95,11.43,0.11,0,2.5,6.150000095,3.028800011,32.4,14.19999981,9.6,62,161,14.8,3.819000006,390,28.70000076,94,87.13245796,98.38292,10.90489,42.36926361,58.84543762,87.71139316,20.29999924,0.4587,42.40000153,75.5,2.888888889,31.10000038,10.61382,-0.250030714,10.70651108,18.29999924,0.502257824,3.36078998,9,9.6,36.02999878,75.2648798,0,0.38,0.308073163,80.14,63.73,0,7,0.45,6.666666667,18.00471269,0.825454102,21,2.926579304,6.5,106,3.574995713,45.39793838,62.1,0,1,0.048485421,1,0.21,0,1,3,3,0,1,1,0.254533242,0,1,-1.497910185,0,34000,2.3,88.8,0.6,1140,1500,40000,4,1,1,0,9,1,2,1,1,2,2,1,2,0,1,3,0,11,4,0,89.31731815,3559458,12202912,1.65
Cambodia,2018,ASIA,56.67,0,126.95,11.43,0.11,0,2.5,3.125000048,3.028800011,32.95,14.74999991,9.4,62,161,15.5,3.819000006,390,29.65000038,94,87.11622898,98.38292,10.90489,42.36926361,63.07271881,87.71139316,20.29999924,0.4587,42.40000153,75.5,2.888888889,43.60000019,10.61382,-0.250030714,10.70651108,18.79999962,0.351128912,3.38039499,20.7,30.2,36.02999878,75.2648798,0,0.39,0.308073163,80.14,63.73,0,7,2.36,6.666666667,18.00471269,0.825454102,21,2.926579304,6.5,106,3.537497857,50.19896919,67.7,0,1,0.048485421,1,0.21,0,1,3,3,0,1,1,0.254533242,0,1,-1.497910185,0,34000,2.3,88.8,0.6,1140,1400,38000,4,1,1,0,9,1,2,1,1,2,2,1,2,0,1,3,0,11,3,0,90.68686551,3559458,12202912,1.68
Cameroon,2018,SUBSAHARAN AFRICA,48.08,0,42,2.06,0.17,1,3.5,25.63500023,1.622799993,32.15,8.89999981,5.5,49,596,24.8,4.251999855,220,83.80000077,80,80.5872206,94.86986,10.39801,66.29834254,70.54610779,86.63967378,31.10000038,0.3414,45.79999924,75.59999847,0.867647059,55.25000038,24.57469,-3.036843529,3.521575584,47,4.438108826,2.687616903,18,5.25,38.90999985,27.6968957,0,0.08,0.268091798,79.2,62.05,6.666666667,53,35.03,25,2.087985426,0.834693637,26,3.447462648,7.6,119,4.06510737,46.91987677,63.75,0,0,0.019390301,0,0.86,4.158883083,0,4,4,0,0,0,0.608581717,0,1,-2.80369012,0,70500,24.3,96,8.2,1400,21000,405000,4,0,2,0,9,2,2,1,0,1,2,1,2,0,1,4,1,13,4,0,51.97983542,12933510,10505679,0.69
Chile,2016,AMERICAS,77.13,1,55.51,4.95,0.76,0,2,0,6.128399849,1.8,5,0.3,70,22,4.9,6.670000076,16,8.100000381,92,98.87237876,92.00254,15.24619,21.66771952,97.81160444,67.59776893,15.80000019,3.831,99.09999847,99,1.121751026,99.59999847,93.63791,0.054835292,56.57921082,6.599999905,6.355420589,4.572903181,72.35,35.6,52.06000137,99.6660509,68.84842939,0.04,4.616445541,86.27,70.03,5.769230769,75,63.52,7.627118644,7.402095573,0.766355227,70,4.148466375,3.1,266,5.076214224,50.24167739,99.4,0,1,0.00589565,0,0.19,0,1,4,4,0,1,1,0.97116235,0,1,-2.363491025,1,300,0,97,1.3,13540,1000,6000,5,1,2,0,12,1,2,2,2,2,2,1,2,2,2,4,1,10,3,3,24.48995771,15657065,2252689,0.15
Chile,2018,AMERICAS,74.14,1,55.51,4.95,0.76,0,2,0.2,6.128399849,1.8,4.35,0.3,70,22,5.15,6.670000076,16,8.200000191,92,98.93618938,92.00254,15.24619,21.66771952,97.90580222,67.59776893,15.80000019,3.831,99.09999847,99,1.121751026,99.79999924,93.63791,0.054835292,56.57921082,6.599999953,6.355420589,4.636451591,69.175,53.85,52.06000137,99.6660509,68.84842939,0.02,4.616445541,86.27,70.03,5.769230769,75,63.52,7.627118644,7.402095573,0.766355227,68.5,4.148466375,3.1,266,5.038107112,47.6208387,99.4,0,1,0.00589565,0,0.19,0,1,4,4,0,1,1,0.97116235,0,1,-2.363491025,1,6700,0,97,1.3,13540,1000,6350,5,1,2,0,12,1,2,2,2,2,2,1,2,2,2,4,1,10,2,3,24.83970189,15657065,2252689,0.08
Colombia,2018,AMERICAS,61.68,1,36.47,4.94,0.52,1,3,5.359999943,3.290499926,12.7,7.950000096,0.9,67,64,8.5,6.477000237,33,15.59999981,90,98.3696847,87.72414,13.54554,16.96869852,101.1881271,71.0784327,19.89999962,0.4987,81.09999847,91.40000153,1.055641422,97.4,85.72544,-0.123326822,40.56807911,8.749999905,9.476221562,3.13326391,55.335,35.95,55.90999985,94.0691931,4.6,0.08,1.560629129,71.21,46.12,11.11111111,28,60.32339702,8.219178082,3.451527247,0.739911716,37,3.039393647,30.8,245,3.976332057,44.38311869,97.55,0,1,0.008120518,0,0.6,0,1,4,4,0,1,1,0.72524766,0,1,-2.865749495,1,244400,1.2,98.3,1.5,6310,5000,58500,0,0,0,0,7,0,2,1,1,1,0,1,3,2,2,4,1,13,4,3,44.08295494,38975281,9678138,0.27
Czech Republic,2018,EUROPE,83.41,1,151.6,5.56,0.78,0,1,0.15,6.219900131,2.6,1.834999979,4.6,69,4,1.7,6.505000114,4.6,3.300000048,99,99.99996,98.61911815,16.39,18.24134705,96.49637276,74.63343666,20,14,99.09999847,100,1.172853828,100,95,-0.936870259,49.79900876,0,5.173547745,4.728201518,78.105,66.35,25.60000038,100,75.68236485,0.01,10.43108845,82.39,63.73,5.769230769,76,63.52,45,5.951279189,0.969802354,56.5,3.681881098,1,154,4.60620353,71.560519,100,0,0,0.028284423,0,0.32,0,1,4,3,0,1,1,0.964245077,0,0,-1.289539553,1,13000,0,83.6,0.7,17540,500,6000,6,2,1,1,12,2,2,2,1,2,2,1,2,2,1,2,0,8,2,3,137.2185121,7773650,2792682,0.13
Democratic Republic of the Congo,2018,SUBSAHARAN AFRICA,41.14,1,59.59,2.35,0.12,1,5,77.18000031,0.762799978,42.6,7.599999905,8.1,44,693,30.1,4.517000198,325,98.30000305,77,65.77652815,90.22618,9.75,82.89652495,57.75193798,90.53738479,8.899999619,0.0533,28.70000076,52.40000153,0.302325581,16.39999962,7.04098,-3.220473195,1.143968098,38.40000153,3.826145887,2.687616903,3,20.7,44.43000031,16.9924778,0,0.07,0.050302688,67.27,52.66,5,30,0.02,11.76470588,4.004038535,0.892812381,22,3.109504047,28.3,33,3.469061417,42.85749965,27.8,1,1,0.023579567,1,0.87,3.80666249,1,4,3,1,0,0,0.312635087,0,1,-2.04402088,0,350300,5.7,69,8.4,430,16500,430000,0,0,0,0,7,0,2,2,1,0,0,1,2,0,0,4,1,13,3,5,205.3925918,101492842,884784815,1.37
Egypt,2018,MIDDLE EAST AND NORTH AFRICA,60.87,0,30.02,2.44,0.17,1,4,2.1,7.162299633,22.3,5,9.5,62,33,12.8,4.193999767,15,24,93,89.28192062,95.10083,13.52824,19.70873786,70.83333333,31.19890891,2,126.6,94.69999695,99.40000153,1.098331347,100,95,-3.371234862,12.66749196,9.300000191,12.12278843,3.140830945,31.7,31.1,30.77000046,100,49.49813896,0.09,2.635115147,90.26,64.19,33.33333333,49,41.39212608,31.57894737,0.978653485,0.917231986,36,3.261799561,3.4,80,3.941932576,84.18171882,99,0,1,0.027421738,1,0.18,3.891820298,1,3,2,1,0,0,0.188825027,1,1,-2.597126263,0,23000,2.8,13.9,2,3410,500,3600,6,0,1,0,12,2,2,2,1,2,2,1,2,0,0,3,0,12,4,0,1213.573327,40889687,54798994,0.55
Ethiopia,2016,SUBSAHARAN AFRICA,43.67,0,35.51,5.46,0.12,1,4.5,33.54000092,2.325399876,40.4,32,8.7,56,353,27.7,4.512000084,207,59.20000076,70,54.98297726,85.4,8.5,41.7519909,40.44764992,86.83036203,38.79999924,4.556,28,57.29999924,0.977011494,26.56255913,5,1.442483978,0.463300214,27.39999962,5.450455666,3.163067127,2.9,4.8,33.59999847,56.1719314,0,0.27,0.083943114,85.57,62.05,5,30,0.45,9.375,2.455088734,0.838737275,33,3.375877069,12,136,3.731384542,67.13529931,6.6,1,1,0.075928468,0,0.72,0,1,3,3,0,1,0,0.474053211,0,1,-2.97600724,0,85000,24.3,98.4,6,660,12000,340000,2,1,0,0,3,0,2,1,0,0,0,0,2,1,1,4,1,13,3,5,103.603501,20343419,82059777,0.41
